row,titleChunks,authorChunks,titleGND,title,completeWorks,ssFlag,authorFirstname,authorLastname,authorPseudonym,authorFullname,firstEditionPublisher,firstEditionPublicationYear,firstEditionPublicationPlace,secondEditionPublisher,secondEditionPublicationYear,secondEditionPublicationPlace,authorGND,authorGND2,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
4374,Done,Done,http://d-nb.info/575715812,Wenn die Sonne nicht mehr wiederkäme,,true,Charles Ferdinand,Ramuz,,Charles Ferdinand Ramuz,Humanitas-Verlag,1938,Zürich,Humanitas-Verlag,1938,Zürich,http://d-nb.info/gnd/118598236,,http://d-nb.info/gnd/116920289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,Done,Done,http://d-nb.info/572988125,"Eisner, Kurt. — Welt werde froh! Ein Kurt Eisner-Buch",,false,,,,,Buchmeister-Verlag,1929,Berlin,Buchmeister-Verlag,1929,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,Done,Done,http://d-nb.info/572680635,Zwischen Volk u. Menschheit,,false,Richard,Dehmel,,Richard Dehmel,S. Fischer,1919,Berlin,S. Fischer,1919,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,Done,8,,Sämtliche Schriften,1,true,Heinrich,Koenig,,Heinrich Koenig,,,,,,,http://d-nb.info/gnd/189435992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,Done,Done,,,,false,,"Hoyer, Niels [Pseud.] s. Jacobson, Ludwig Harter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,Done,Done,http://d-nb.info/990606597,Themidor,,false,Claude,Godard d'Aucourt,,Claude Godard d'Aucourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,8,Done,,"Büchergilde Gutenberg, Zürich. Gesamtproduktion.",,false,,,,,Büchergilde Gutenberg,,Zürich,Büchergilde Gutenberg,,Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,Done,8,,Sämtliche Schriften,1,true,Jack,Iwo,,Jack Iwo,,,,,,,http://d-nb.info/gnd/101831226 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,Done,Done,http://d-nb.info/362818312,Menschlichkeit,,false,Helene,Stoecker,,Helene Stoecker,Osterheld,1916,Berlin,Osterheld,1916,Berlin,http://d-nb.info/gnd/118755455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,Done,Done,http://d-nb.info/574270655,Der Sowjetgelehrte,,true,Boris Aleksandrovič,Keller,,Boris Aleksandrovič Keller,Verlag f. fremdsprachige Literatur,1939,Moskau,Verlag f. fremdsprachige Literatur,1939,Moskau,http://d-nb.info/gnd/102713855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,Done,8,,Sämtliche Schriften,1,false,Richard,Lewinsohn,,Richard Lewinsohn,,,,,,,http://d-nb.info/gnd/116972327 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,Done,Done,http://d-nb.info/366324799,Das Werk Ernst Ludwig Kirchners,,false,Will,Grohmann,,Will Grohmann,K. Wolff,1926,München,K. Wolff,1926,München,http://d-nb.info/gnd/118562398,,http://d-nb.info/gnd/118698028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,Done,Done,http://d-nb.info/575860669,Der Papst ohne Namen,,false,Franz,Robl,,Franz Robl,Robl-Verlag,1932,Augsburg,Robl-Verlag,1932,Augsburg,http://d-nb.info/gnd/12684500X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,Done,Done,http://d-nb.info/992930243,Von der eidgenössischen zur europäischen Foederation,,true,,,,,Europa,1940,"Zürich, New York",Europa,1940,"Zürich, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,Done,Done,http://d-nb.info/579652130,Lydia lernt leben,,true,Marigret,Dietz,,Marigret Dietz,Erasmus-Stiftung,1937,Haag,Erasmus-Stiftung,1937,Haag,http://d-nb.info/gnd/127548327,,http://d-nb.info/gnd/1013503902,http://d-nb.info/gnd/117573604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,Done,Done,http://d-nb.info/575481013,Der Franzi und andere Habsburger Anekdoten,,false,Fred,Heller,,Fred Heller,Steegemann,1925,Hannover,Steegemann,1925,Hannover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,Done,Done,http://d-nb.info/572665695,Das wachsame Hähnchen,,false,Hermann,Dannenberger,,Hermann Dannenberger,Rowohlt,1932,Berlin,Rowohlt,1932,Berlin,http://d-nb.info/gnd/117622443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,Done,8,,Sämtliche Schriften,1,true,Hugo,Marx,,Hugo Marx,,,,,,,http://d-nb.info/gnd/11681389X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,Done,Done,http://d-nb.info/576475815,Der Christus. Eine kurzgefaßte Darlegung unseres Erlöserglaubens,,true,Gottlob,Spoerri,,Gottlob Spoerri,Zwingli-Verlag,1940,Zürich,Zwingli-Verlag,1940,Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,Done,Done,http://d-nb.info/572240872,Grit hat die Wahl,,false,Siegfried,Bergengruen,,Siegfried Bergengruen,Eden-Verlag,1934,Berlin,Eden-Verlag,1934,Berlin,http://d-nb.info/gnd/126038570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,Done,Done,http://d-nb.info/365073717,Fruchtbarkeit und Vermehrung,,false,Heinrich,Schmidt,,Heinrich Schmidt,Urania-Verlag,1927,Jena,Urania-Verlag,1927,Jena,http://d-nb.info/gnd/117506567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,Done,8,,Sämtliche Schriften,1,false,Erwin,Piscator,,Erwin Piscator,,,,,,,http://d-nb.info/gnd/118594648 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,Done,Done,http://d-nb.info/578391961,"Wirtschaft, Die rote ~. Ein Sammelwerk. Hrsg. v. Gerhard Dobbert",,false,,,,,Ost-Europa-Verlag,1932,Königsberg,Ost-Europa-Verlag,1932,Königsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,8,Done,,De bloedmystiek van het nationaalsocialisme,,true,A. von der,Wey,,A. von der Wey,Geloofsverdediging,1937,Antwerpen,Geloofsverdediging,1937,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,Done,8,,Sämtliche Schriften,1,false,Michael,Bakunin,,Michael Bakunin,,,,,,,http://d-nb.info/gnd/118506102 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,Done,8,,Sämtliche Schriften,1,false,Kurt,Kersten,,Kurt Kersten,,,,,,,http://d-nb.info/gnd/116142952 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,Done,Done,http://d-nb.info/57842939X,Spione,,false,Albert,Wolters,,Albert Wolters,Westdt. Verlagsges.,1934,Essen,Westdt. Verlagsges.,1934,Essen,http://d-nb.info/gnd/105423939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,Done,Done,http://d-nb.info/572690576,Das blutende China,,false,,Deng-Bao-Sjang,,,Mopr-Verlag,1928,Berlin,Mopr-Verlag,1928,Berlin,http://d-nb.info/gnd/126172781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,Done,Done,http://d-nb.info/56072358X,"Mensch, Der schöne nackte ~",,false,,,,,Greifenverlag,1928,Rudolstadt,Greifenverlag,1928,Rudolstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,Done,Done,http://d-nb.info/576162582,Das Problem Österreich,,true,Petrus,Serrarens,,Petrus Serrarens,Internat. Bund d. christl. Gewerkschaften,1935,Utrecht,Internat. Bund d. christl. Gewerkschaften,1935,Utrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,Done,Done,http://d-nb.info/362959455,Der Fremdenlegionär,,false,Sebastian,Segerer,,Sebastian Segerer,Ensslin & Laiblin,1932,Reutlingen,Ensslin & Laiblin,1932,Reutlingen,http://d-nb.info/gnd/104280654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,Done,8,,Sämtliche Schriften,1,true,Martin,Rosenfeld,,Martin Rosenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,Done,8,,Sämtliche Schriften,1,true,Oskar,Kokoschka,,Oskar Kokoschka,,,,,,,http://d-nb.info/gnd/118564722 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,Done,Done,http://d-nb.info/576187402,Wagen rollen auf endlosen Wegen,,false,Bernhard,Sieper,,Bernhard Sieper,Wolff,1934,Plauen,Wolff,1934,Plauen,http://d-nb.info/gnd/107478994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,Done,8,,Sämtliche Schriften,1,false,Heinz,Pol,,Heinz Pol,,,,,,,http://d-nb.info/gnd/101223749 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,Done,Done,,,,false,,"Lin, Tschen s. Tschen Lin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,Done,8,,Sämtliche Schriften,1,false,Justin,Steinfeld,,Justin Steinfeld,,,,,,,http://d-nb.info/gnd/119505622 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,Done,Done,http://d-nb.info/365658189 ,Die völkerrechtliche Lehre des Weltkriegs,,false,Walter,Schuecking,,Walter Schuecking,Veit,1918,Leipzig,Veit,1918,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,Done,Done,http://d-nb.info/575421037,Not der Seele. Gedichte,,true,Paul,Portmann,,Paul Portmann,Oprecht,1941,"Zürich, New York",Oprecht,1941,"Zürich, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,Done,Done,http://d-nb.info/573162573,Wir Zuchthäusler,,false,Georg,Fuchs,,Georg Fuchs,Langen,1931,München,Langen,1931,München,http://d-nb.info/gnd/118693980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,8,Done,,Verbrechertum und Prostitution in Madrid,,false,,"Quiros, C. Bernaldo de, und J. M. L. Aguilaniedo",,,Marcus,1910,Berlin,Marcus,1910,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,Done,Done,http://d-nb.info/575396164,Beiträge zur Geschichte des Materialismus,,true,G. W.  [Georgij Valentinovič],Plechanow [Plechanov],,G. W.  [Georgij Valentinovič] Plechanow [Plechanov],Verlag f. fremdsprachige Literatur,1940,Moskau,Verlag f. fremdsprachige Literatur,1940,Moskau,http://d-nb.info/gnd/118594982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,Done,Done,http://d-nb.info/573570388,Chefredakteur Roth führt Krieg,,false,Stephan,Grossmann,,Stephan Grossmann,Zsolnay,1928,Wien,Zsolnay,1928,Wien,http://d-nb.info/gnd/118542664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,Done,Done,http://d-nb.info/578271990,Der Glaube der Westmark,,false,Franz,Weiller,,Franz Weiller,Selbstverlag,1936,Andernach,Selbstverlag,1936,Andernach,http://d-nb.info/gnd/127299289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,Done,Done,http://d-nb.info/574650970,Das ABC des Deutschen Heiden,,false,Busso,Loewe,,Busso Loewe,Thiel & Böhm,1935,Erfurt,Thiel & Böhm,1935,Erfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,Done,8,,Sämtliche Schriften,1,true,Ernst,Lissauer,,Ernst Lissauer,,,,,,,http://d-nb.info/gnd/118780166 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,Done,Done,http://d-nb.info/573979898,Peter Schlemihls Erlösung,,false,Edgar,Hahnewald,,Edgar Hahnewald,Kaden,1921,Dresden,Kaden,1921,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,Done,Done,http://d-nb.info/572933088,Das neue Moskau,,true,Georges,Duhamel,,Georges Duhamel,Rotapfel-Verlag,1928,Zürich,Rotapfel-Verlag,1928,Zürich,http://d-nb.info/gnd/118672630,,http://d-nb.info/gnd/102771693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,Done,Done,http://d-nb.info/361684770,Glasarchitektur,,false,Paul,Scheerbart,,Paul Scheerbart,Sturm,1914,Berlin,Sturm,1914,Berlin,http://d-nb.info/gnd/118606816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,Done,Done,http://d-nb.info/588072664,Strick-Wochenzeitweiser,,false,,,,,Ludendorff-Verlag,1932,München,Ludendorff-Verlag,1932,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,Done,Done,http://d-nb.info/580898792,Ein dunkler Punkt,,false,Johannes,Guttzeit,,Johannes Guttzeit,Spohr,1914,Leipzig,Spohr,1914,Leipzig,http://d-nb.info/gnd/116936053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,Done,Done,http://d-nb.info/572608586,Grosse Zeitgenossen,,true,Winston S.,Churchill,,Winston S. Churchill,A. de Lange,1938,Amsterdam,A. de Lange,1938,Amsterdam,http://d-nb.info/gnd/118520776,,http://d-nb.info/gnd/116792264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,Done,Done,http://d-nb.info/580646319,Die sexuelle Not unserer Jugend,,false,Georg,Manes,,Georg Manes,Oldenburg,1923,Leipzig,Oldenburg,1923,Leipzig,http://d-nb.info/gnd/127463313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,Done,Done,http://d-nb.info/992930510,Wie kämpft das illegale Deutschland,,true,,,,,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,,http://d-nb.info/gnd/137059752,http://d-nb.info/gnd/11885545X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,Done,Done,http://d-nb.info/577432931,Die Arterienverkalkung,,false,Karl,Seher,,Karl Seher,Überreich,1928,Hamburg,Überreich,1928,Hamburg,http://d-nb.info/gnd/126805962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,Done,8,,Sämtliche Schriften,1,false,Wilhelm,Liebknecht,,Wilhelm Liebknecht,,,,,,,http://d-nb.info/gnd/118572768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,Done,Done,http://d-nb.info/576417866,Geschlecht u. Sitte im Leben der Völker,,false,August,Seidel,,August Seidel,Linser,1925,Berlin,Linser,1925,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,Done,Done,http://d-nb.info/572598556,Die nationalen Minderheiten in Mitteleuropa,,false,Josef,Chmelar,,Josef Chmelar,Orbis-Verlag,1937,Prag,Orbis-Verlag,1937,Prag,http://d-nb.info/gnd/101964048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,Done,8,,Sämtliche Schriften,1,true,Heinrich,Vogeler,,Heinrich Vogeler,,,,,,,http://d-nb.info/gnd/118627481 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,Done,Done,http://d-nb.info/574142231,Die Sturmbrigade,,true,W. H.,Johannson,,W. H. Johannson,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,http://d-nb.info/gnd/126504210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,Done,Done,http://d-nb.info/992489474,"Kampf, Der ~ um ein Buch",,true,,,,,Ed. du Carrefour,1934,Paris,Ed. du Carrefour,1934,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,Done,Done,http://d-nb.info/576452521,Das Ghetto von Berlin,,false,Adolf,Sommerfeld,,Adolf Sommerfeld,Verlag Continent,1923,Berlin,Verlag Continent,1923,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,Done,Done,http://d-nb.info/362340382,Das ewige Bankett,,false,Andreas,Schreiber,,Andreas Schreiber,Georg Müller,1916,München,Georg Müller,1916,München,http://d-nb.info/gnd/111680077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,Done,Done,http://d-nb.info/57682657X,"Marx, Engels und Lassalle als Philosophen",,false,Karl,Vorlaender,,Karl Vorlaender,Dietz,1926,Stuttgart,Dietz,1926,Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,Done,Done,http://d-nb.info/992851947,Die Republik der vierzehn Jahre,,true,Gerth,Schreiner,,Gerth Schreiner,De Gemeenschap,1939,Bilthoven,De Gemeenschap,1939,Bilthoven,http://d-nb.info/gnd/101920334,http://d-nb.info/gnd/1043231889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,Done,Done,http://d-nb.info/580302172,Handschriftdeutung,,false,Ernest,Issberner-Haldane,,Ernest Issberner-Haldane,Hachmeister & Thal,1928,Leipzig,Hachmeister & Thal,1928,Leipzig,http://d-nb.info/gnd/12071664X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,Done,Done,http://d-nb.info/576574163,"Streik, Der ~ in England und die Arbeiterklasse der Sowjet-Union",,true,,,,,Rote Gewerkschafts-Internationale,1926,Moskau,Rote Gewerkschafts-Internationale,1926,Moskau,,http://d-nb.info/gnd/11885545X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,Done,Done,http://d-nb.info/014550768 ,Bekenntnissynode der Evangelischen Kirche der Altpreussischen Union. 2. In Dahlem am 4. u. 5. März 1935,,false,,,,,»Unter d. Wort«,1935,Wuppertal-Barmen,»Unter d. Wort«,1935,Wuppertal-Barmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,Done,Done,http://d-nb.info/572099134,Die Wiedererweckung Oesterreichs,,false,Egon,Back,,Egon Back,Selbstverlag,1935,Wien,Selbstverlag,1935,Wien,http://d-nb.info/gnd/125980892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,Done,Done,http://d-nb.info/577469215,Von Mäusen und Menschen. Roman,,true,John,Steinbeck,,John Steinbeck,Humanitas,1940,Zürich,Humanitas,1940,Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,Done,Done,http://d-nb.info/574103554,"Marxismus, Der lebendige ~",,false,,,,,Thür. Verlagsanst.,1924,Jena,Thür. Verlagsanst.,1924,Jena,,http://d-nb.info/gnd/118560808,http://d-nb.info/gnd/124511996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,Done,Done,http://d-nb.info/361187122,Nationale Revolution und die Jungdeutschen,,false,Artur,Mahraun,,Artur Mahraun,Jungdt. Verlag,1933,Berlin,Jungdt. Verlag,1933,Berlin,http://d-nb.info/gnd/118781278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,Done,Done,http://d-nb.info/361713541,"Hitler, whence and whither",,true,Wickham,Steed,,Wickham Steed,Nisbet,1934,London,Nisbet,1934,London,http://d-nb.info/gnd/120199939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,Done,Done,http://d-nb.info/362322716,Das unheimliche Buch,,false,Felix,Schloemp,,Felix Schloemp,Georg Müller,1914,München,Georg Müller,1914,München,http://d-nb.info/gnd/117329525,,http://d-nb.info/gnd/119037572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,Done,Done,http://d-nb.info/560603630,Geschichte des Bürgerkrieges in der UdSSR,,true,,,,,Verlagsgen. ausländ. Arbeiter,1937ff.,Moskau,Verlagsgen. ausländ. Arbeiter,1937ff.,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,Done,Done,http://d-nb.info/57384321X,Deutsche Heilpflanzen,,false,Eugen,Hornung,,Eugen Hornung,Schauenburg = Des Lahrer hinkenden Boten Hausbücherei,1939,Lahr,Schauenburg = Des Lahrer hinkenden Boten Hausbücherei,1939,Lahr,http://d-nb.info/gnd/12643302X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,Done,8,,Sämtliche Schriften,1,true,Carola,Struve,,Carola Struve,,,,,,,http://d-nb.info/gnd/14235015X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,8,Done,,Sovjet-Russland en het christendom,,true,Frits,Kuiper,,Frits Kuiper,U. M. Holland.,1937,Amsterdam,U. M. Holland.,1937,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,Done,Done,http://d-nb.info/363126686 ,ABC des Syndikalismus,,false,Georges,Yvetot,,Georges Yvetot,Neue Erde,1920,Wien,Neue Erde,1920,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,Done,8,,Sämtliche Schriften,1,false,Fritz,Lieb,,Fritz Lieb,,,,,,,http://d-nb.info/gnd/118971662 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,Done,Done,http://d-nb.info/575651741,Der Mensch im Denken der Zeit,,false,Hans,Pfeil,,Hans Pfeil,Schöningh,1938,Paderborn,Schöningh,1938,Paderborn,http://d-nb.info/gnd/12113668X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,Done,Done,http://d-nb.info/580534642,Wie werden Brautleute in der Ehe glücklich?,,false,Friedrich,Lehner,,Friedrich Lehner,Schlusche,1938,Lobnig,Schlusche,1938,Lobnig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,Done,Done,http://d-nb.info/992771501,The return of the dark invader,,true,,"Rintelen, Captain von <Franz Rintelen von Kleist>",,,Dickson & Thompson,1935,London,Dickson & Thompson,1935,London,http://d-nb.info/gnd/121264335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,Done,Done,http://d-nb.info/574873074,Das Recht auf Ehebruch,,false,Leo,Lerche,,Leo Lerche,Geiser,1908,Berlin,Geiser,1908,Berlin,http://d-nb.info/gnd/126609284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,Done,Done,http://d-nb.info/1030303029,The jews in Germany,,true,L. G.,Montefiore,,L. G. Montefiore,Selbstverlag,1934,London,Selbstverlag,1934,London,http://d-nb.info/gnd/126962162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,Done,Done,,,,false,,"Shdanow, A. [dt.Namensform] s. Ždanov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,Done,Done,http://d-nb.info/572540582,Brueder in Not? Sowjetdeutsche Berichte,,true,,,,,Verlagsgen. ausländ. Arbeiter,1933,Moskau,Verlagsgen. ausländ. Arbeiter,1933,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,Done,8,,Sämtliche Schriften,1,false,Gertrud,Hermes,,Gertrud Hermes,,,,,,,http://d-nb.info/gnd/116744286 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,Done,Done,http://d-nb.info/576324310,Von Kronen und Thronen,,false,Siegfried,Nassauer,,Siegfried Nassauer,Goldstein,1922,Frankfurt a. M.,Goldstein,1922,Frankfurt a. M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,Done,Done,http://d-nb.info/572555490,"Buch, Das Deutsche ~ 1935—1936",,true,,,,,Verlagsgen. ausländ. Arbeiter,1936,Moskau,Verlagsgen. ausländ. Arbeiter,1936,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,Done,8,,Sämtliche Schriften,1,true,Pierre van,Paassen,,Pierre van Paassen,,,Kanada,,,Kanada,http://d-nb.info/gnd/141944285 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,Done,Done,http://d-nb.info/574316469,"Kirche, Die ~ vor ihrem Richter",,false,,,,,Müller,1934,Wuppertal-Barmen,Müller,1934,Wuppertal-Barmen,,http://d-nb.info/gnd/118708805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,Done,Done,http://d-nb.info/574996249,Das Kussbuch,,false,Vally von,Margitfalva,,Vally von Margitfalva,Deutsch-oesterr. Verlag,1923,Wien,Deutsch-oesterr. Verlag,1923,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,Done,Done,http://d-nb.info/575321172,Die Entwicklung der Industrie im Jahre 1931,,true,S.,Ordshonikidse,,S. Ordshonikidse,Verlagsgen. ausländ. Arbeiter,1932,Moskau,Verlagsgen. ausländ. Arbeiter,1932,Moskau,http://d-nb.info/gnd/118736531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
