row,titleChunks,authorChunks,titleGND,title,completeWorks,ssFlag,authorFirstname,authorLastname,authorPseudonym,authorFullname,firstEditionPublisher,firstEditionPublicationYear,firstEditionPublicationPlace,secondEditionPublisher,secondEditionPublicationYear,secondEditionPublicationPlace,authorGND,authorGND2,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56
2435,Done,Done,http://d-nb.info/574410023,"Wissenschaft, Religion und Marxismus",,true,E.,Kolman,,E. Kolman,Verlagsgen. ausländ. Arbeiter,1935,Moskau,Verlagsgen. ausländ. Arbeiter,1935,Moskau,http://d-nb.info/gnd/118640224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,Done,Done,http://d-nb.info/572491220,Die Prügelstrafe in der Erziehung,,false,Helmut von,Bracken,,Helmut von Bracken,Verlag Am andern Ufer,1926,Dresden,Verlag Am andern Ufer,1926,Dresden,http://d-nb.info/gnd/118514164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,Done,4,,Sämtliche Schriften,1,false,Kreszentia,Muehsam,,Kreszentia Muehsam,,,,,,,http://d-nb.info/gnd/119037769 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,Done,Done,http://d-nb.info/57284493X,Das Automaten-Zeitalter,,false,Ludwig,Dexheimer,,Ludwig Dexheimer,Amalthea-Verlag,1930,Wien,Amalthea-Verlag,1930,Wien,http://d-nb.info/gnd/12628816X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,Done,Done,,,,false,,"Farrow, Jörn s. Abenteuer, Jörn Farrows. Gruppe Il.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,Done,Done,http://d-nb.info/368775704 ,Brot. Die Verteidigung von Zarizyn,,true,Alexej [Nikolaevič],Tolstoi,,Alexej [Nikolaevič] Tolstoi,Deutscher Staatsverlag,1939,Engels,Deutscher Staatsverlag,1939,Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,Done,Done,http://d-nb.info/577553771,Die Gartenlaube,,false,Hermann,Ungar,,Hermann Ungar,Rowohlt,1930,Berlin,Rowohlt,1930,Berlin,http://d-nb.info/gnd/118763687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,Done,Done,http://d-nb.info/57992002X,Leichte Reigen u. Volksliedertänze,,false,Florentine,Gebhardt,,Florentine Gebhardt,Neuer Berliner Buchvertrieb,1935,Berlin,Neuer Berliner Buchvertrieb,1935,Berlin,http://d-nb.info/gnd/116474343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,Done,Done,http://d-nb.info/362396965,Der Ehespiegel,,false,Theodor Hendrik van de,Velde,,Theodor Hendrik van de Velde,Grethlein,1929,Leipzig,Grethlein,1929,Leipzig,http://d-nb.info/gnd/117368903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,Done,Done,http://d-nb.info/576685593,Stimmen aus dem Kerker,,false,Admi E.,Tillgner [d. i. Erna Tillgner],,Admi E. Tillgner [d. i. Erna Tillgner],Karl Friedrich Pfau-Verlag,1940,Leipzig,Karl Friedrich Pfau-Verlag,1940,Leipzig,http://d-nb.info/gnd/126943796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,Done,Done,http://d-nb.info/365018341,Das Gotteslicht im alten Testament,,false,Tharsicius,Paffrath,,Tharsicius Paffrath,Bonifacius-Druckerei,1936,Paderborn,Bonifacius Druckerei,1936,Paderborn,http://d-nb.info/gnd/13704089X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,Done,Done,http://d-nb.info/573882681 ,"Unschuldig getrennt. — Dreyfus, des unschuldig Verbannten und seiner Gattin ergreifendes Schicksal",,false,Eugen von,Tegen,,Eugen von Tegen,Mignon-Verlag,1930,Dresden,Mignon-Verlag,1930,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,Done,Done,http://d-nb.info/362135924,Liebe und Sitte,,false,Ferdinand Frh. von,Reitzenstein,,Ferdinand Frh. von Reitzenstein,Verlag »Das Wissen d. Volkes«,1921,Chemnitz,Verlag »Das Wissen d. Volkes«,1921,Chemnitz,http://d-nb.info/gnd/117522260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,Done,Done,http://d-nb.info/993483291 ,Die Mauer. Zur Frage d. jüdischen Isolierung,,true,Alexander,Zak,,Alexander Zak,Weiss,1939,Affoltern,Weiss,1939,Affoltern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,Done,Done,http://d-nb.info/573863490 ,Rätesozialismus,,false,Friedrich M.,Minck,,Friedrich M. Minck,Rätebund,1920,Berlin,Rätebund,1920,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,Done,4,,Sämtliche Schriften,1,true,Franz,Kobler,,Franz Kobler,,,,,,,http://d-nb.info/gnd/116264055 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,Done,Done,http://d-nb.info/992428785,Wir suchen ein Land,,true,Robert,Groetzsch,,Robert Groetzsch,Prager,1936,Pressburg,Prager,1936,Pressburg,http://d-nb.info/gnd/137771657,,http://d-nb.info/gnd/137338856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,4,Done,,"Vortrupp-Verlag, Antwerpen. Gesamtproduktion.",,true,,,,,Vortrupp-Verlag,,Antwerpen,Vortrupp-Verlag,,Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,Done,Done,http://d-nb.info/577432990,Sexuelle Jugendsünde,,false,Karl,Seher,,Karl Seher,Ruhe,1925,Hamburg,Ruhe,1925,Hamburg,http://d-nb.info/gnd/126805962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,Done,Done,http://d-nb.info/578260751,Wehrlos hinter der Front,,false,,,,,Societäts-Verlag,1931,Frankfurt a. M.,Societäts-Verlag,1931,Frankfurt a. M.,,http://d-nb.info/gnd/118897454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,Done,Done,http://d-nb.info/573270384,Das Beichtsiegel,,false,Hans,Kirchsteiger,,Hans Kirchsteiger,Anzengruber-Verlag,1921,Wien,Anzengruber-Verlag,1921,Wien,http://d-nb.info/gnd/101212429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,4,Done,,Racisme et christianisme,,true,,Préf.: Card. (Alfred) Baudrillart,,,Flammarion,1939,Paris,Flammarion,1939,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,Done,Done,http://d-nb.info/574432795,Der bolschewistische Sieg in der Ukraine,,true,,"Kossior, S., u. P. Postyschew",,,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,http://d-nb.info/gnd/121672123,http://d-nb.info/gnd/123261155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,Done,Done,http://d-nb.info/573362394,Allerlei von der Liebe,,false,Hermann,Fleischack,,Hermann Fleischack,Hartung,1920,Leipzig,Hartung,1920,Leipzig,http://d-nb.info/gnd/12641811X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,Done,Done,http://d-nb.info/992504716 ,Der grosse alte Mann. — Ein Masaryk-Buch,,true,Josef,Hofbauer,,Josef Hofbauer,Prager,1938,Pressburg,Prager,1938,Pressburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,Done,Done,http://d-nb.info/57657676X,Zur Kritik der freien Wirtschaft,,false,Alfred,Striemer,,Alfred Striemer,Vorwärts,1919,Berlin,Vorwärts,1919,Berlin,http://d-nb.info/gnd/10161425x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,Done,4,,Sämtliche Schriften,1,false,Otto,Ruehle,,Otto Ruehle,,,,,,,http://d-nb.info/gnd/118750275 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,Done,4,,Sämtliche Schriften,1,false,Helmut,Herzfeld,,Helmut Herzfeld,,,,,,,http://d-nb.info/gnd/118547437 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,Done,Done,http://d-nb.info/560888635 ,Umsturzkeime,,false,Andreas,Scheu,,Andreas Scheu,Wiener Volksbuchh.,1923,Wien,Wiener Volksbuchh.,1923,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,Done,Done,http://d-nb.info/571669638,Freundinnen,,false,Maximilliane,Ackers,,Maximilliane Ackers,Steegemann,1925,Hannover,Steegemann,1925,Hannover,http://d-nb.info/gnd/101148585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,Done,5,,Sämtliche Schriften,1,false,Ludwig,Levy-Lenz,,Ludwig Levy-Lenz,,,,,,,http://d-nb.info/gnd/1049615107 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,Done,5,,Sämtliche Schriften,1,true,Willi,Duwe,,Willi Duwe,,,,,,,http://d-nb.info/gnd/116259221 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,Done,Done,http://d-nb.info/365327468 ,"Durch Paulus von Gudrun zum Gretchen. (1. Ludendorff, Erich: Der Jude Paulus u. die Frau. — 2. Kurth, Hans: Von der Gudrun zum Gretchen.) M",,true,,,,,Ludendorff-Verlag,1932,München,Ludendorff-Verlag,1932,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,Done,5,,Sämtliche Schriften,1,false,Franz,Pfemfert,,Franz Pfemfert,,,,,,,http://d-nb.info/gnd/118812645 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,Done,Done,http://d-nb.info/572518951,Die Wandlung der Susanne Dasseldorf,,false,Josef,Breitbach,,Josef Breitbach,Kiepenheuer,1933,Berlin,Kiepenheuer,1933,Berlin,http://d-nb.info/gnd/125284713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,Done,Done,http://d-nb.info/578327074,Was wir wollen!,,false,Max,Westphal,,Max Westphal,Albrecht,1923,Berlin,Albrecht,1923,Berlin,http://d-nb.info/gnd/117321222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,Done,Done,http://d-nb.info/572432720 ,"Junge, ich gehe mit!",,false,André,Blomjous,,André Blomjous,Gebr. Steffen,1927 (2. verb. Aufl.),Limburg,Gebr. Steffen,1927 (2. verb. Aufl.),Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,Done,5,,Sämtliche Schriften,1,false,Wilhelm,Herzog,,Wilhelm Herzog,,,,,,,http://d-nb.info/gnd/119445980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,Done,Done,http://d-nb.info/572125119,Die 40 Nächte des Monsignore,,false,Guido,Kreutzer,,Guido Kreutzer,Vogel & Vogel,1920,Leipzig,Vogel & Vogel,1920,Leipzig,http://d-nb.info/gnd/118657011,,http://d-nb.info/gnd/126128847,http://d-nb.info/gnd/116529067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,Done,5,,Sämtliche Schriften,1,false,Oskar Maria,Graf,,Oskar Maria Graf,,,,,,,http://d-nb.info/gnd/118541358 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,Done,Done,http://d-nb.info/574525602,In Lenins Heimat,,true,A.,Kusnetzow,,A. Kusnetzow,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,http://d-nb.info/gnd/126548463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,Done,Done,http://d-nb.info/576065153,Leuchtendes Erlöserblut,,false,Karl,Schmitt,,Karl Schmitt,Selbstverlag,1935,Buss/Saar,Selbstverlag,1935,Buss/Saar,http://d-nb.info/gnd/10460400x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,Done,Done,http://d-nb.info/575176296,Die Völkerkirche im Deutschen Volk,,false,Nikolaus,Mueller,,Nikolaus Mueller,Bercker,1935,Kevelaer,Bercker,1935,Kevelaer,http://d-nb.info/gnd/100217001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,Done,Done,http://d-nb.info/575931205,Im Hochschulbetrieb,,true,,"Rumjanzew, P., u. S. Friedmann",,,Verlagsgen. ausländ. Arbeiter,1932,Moskau,Verlagsgen. ausländ. Arbeiter,1932,Moskau,http://d-nb.info/gnd/126875103,http://d-nb.info/gnd/102159076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,Done,Done,http://d-nb.info/574496742,Christus vor Moskau,,false,Franz,Krueger,,Franz Krueger,Rauch,1931,Wiesbaden,Rauch,1931,Wiesbaden,http://d-nb.info/gnd/106191764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,Done,Done,http://d-nb.info/573099006,Sexualethik des Kommunismus,,false,Elfriede,Friedlaender,,Elfriede Friedlaender,Neue Erde,1920,Wien,Neue Erde,1920,Wien,http://d-nb.info/gnd/118691392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,Done,Done,http://d-nb.info/572509146 ,"Braunbuch, Das ~. Hakenkreuz gegen Österreich",,false,,,,,Staatsdruckerei,1933,Wien,Staatsdruckerei,1933,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Done,5,,Sämtliche Schriften,1,false,Eugen,Leviné,,Eugen Leviné,,,,,,,http://d-nb.info/gnd/11696507X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,Done,5,,Sämtliche Schriften,1,true,Hanna,"Schmidt, gesch. Kirchner, geb. Stunz",,"Hanna Schmidt, gesch. Kirchner, geb. Stunz",,,,,,,http://d-nb.info/gnd/118723162 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,Done,5,,Sämtliche Schriften,1,false,Richard Nikolaus,Coudenhove-Kalergi,,Richard Nikolaus Coudenhove-Kalergi,,,,,,,http://d-nb.info/gnd/118677101 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,Done,Done,http://d-nb.info/575285370 ,Wie lautet der Wahlspruch?,,true,Friedrich Eduard,Oberth,,Friedrich Eduard Oberth,Feder,1934,Mediasch,Feder,1934,Mediasch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,Done,Done,http://d-nb.info/57543371X,In den Tod getrieben,,false,Ernst,Preczang,,Ernst Preczang,Vorwärts,1913,Berlin,Vorwärts,1913,Berlin,http://d-nb.info/gnd/116281383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,Done,Done,http://d-nb.info/578681412,Die Reise nach Deutschland,,false,Adolf,Uzarski,,Adolf Uzarski,Kiepenheuer,1924,Potsdam,Kiepenheuer,1924,Potsdam,http://d-nb.info/gnd/118924613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,Done,Done,http://d-nb.info/992444748,Dunant,,true,Martin,Gumpert,,Martin Gumpert,Bermann-Fischer,1938,Stockholm,Bermann-Fischer,1938,Stockholm,http://d-nb.info/gnd/118543571,,http://d-nb.info/gnd/105311863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,Done,Done,http://d-nb.info/572684487 ,"Herr, was sollen wir tun?",,false,Friedrich,Delekat,,Friedrich Delekat,Lichtweg-Verlag,1935,Essen,Lichtweg-Verlag,1935,Essen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,Done,Done,http://d-nb.info/573421226 ,Germaine und Molly. Peitschen- u. Liebesorgien.,,true,,,,,,1922,Budapest,,1922,Budapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,Done,Done,http://d-nb.info/578455285 ,Kameraden zur See. Böhm,,false,Otto,Zacke,,Otto Zacke,Kaiser,1936,Leipa,Kaiser,1936,-Leipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,Done,Done,http://d-nb.info/574142134,Deutsch,,true,Ellinor,Johannson-Hegel,,Ellinor Johannson-Hegel,Staatsverlag f. Lehrbücher u. Pädagogik,1933/35,Moskau,Staatsverlag f. Lehrbücher u. Pädagogik,1933/35,Moskau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,Done,Done,http://d-nb.info/574415076 ,Gelb-Weiss,,false,,Kondor,,,Weicher,1932,Leipzig,Weicher,1932,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,Done,Done,http://d-nb.info/575345144 ,Eine harte Nuss für Leugner der wörtlichen Eingebung der Heiligen Schrift,,true,Ivan,Panin,,Ivan Panin,Müller-Kersting,1933,Huttwil,Müller-Kersting,1933,Huttwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,Done,Done,http://d-nb.info/1008271004 ,Where now little Jew?,,true,Magnus,Hermansson,,Magnus Hermansson,Bonnier,1938,New York,Bonnier,1938,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,Done,Done,http://d-nb.info/573395357 ,"Gehoer, Das ~. Bearb. v. Ernst Decsey u. a",,false,,,,,Verlag f. Kulturforschung,1931,Wien,Verlag f. Kulturforschung,1931,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,Done,Done,http://d-nb.info/578459868,Junge Pioniere,,false,Máté,Zalka,,Máté Zalka,Internat. Verlagsanst.,1926,Berlin,Internat. Verlagsanst.,1926,Berlin,http://d-nb.info/gnd/119399377,,http://d-nb.info/gnd/137581963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,Done,Done,http://d-nb.info/575338202,Die Evangelien nicht veraltet,,false,Kurt,Paehlke-Weishaar,,Kurt Paehlke-Weishaar,Schirmer,1936,Ragnit,Schirmer,1936,Ragnit,http://d-nb.info/gnd/12084303X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,Done,Done,http://d-nb.info/366422782 ,Heilgymnastik der Frau,,false,Werner,Suhr,,Werner Suhr,Laurer,1927,Egestorf,Laurer,1927,Egestorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,Done,Done,http://d-nb.info/57469479X ,Kapitalismus u. Sozialismus,,false,Gustav,Eckstein,,Gustav Eckstein,Wiener Volksbuchh.,1925,Wien,Wiener Volksbuchh.,1925,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,Done,Done,http://d-nb.info/575207469 ,Die nationaldeutschen Juden nach dem 19. Aug. 1934,,false,Max,Naumann,,Max Naumann,Verb. nationaldt. Juden,1934,Berlin,Verb. nationaldt. Juden,1934,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,Done,5,,Sämtliche Schriften,1,true,Anselm,Ruest,,Anselm Ruest,,,,,,,http://d-nb.info/gnd/119161443 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,Done,Done,http://d-nb.info/574770119,"Hilfe, 5 Jahre Internationale Rote ~",,false,,,,,Mopr-Verlag,1928,Berlin,Mopr-Verlag,1928,Berlin,,http://d-nb.info/gnd/118636618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,Done,Done,http://d-nb.info/992429218,Juden in brauner Hölle,,false,Felix,Burger,,Felix Burger,Die Abwehr,1933,Prag,Die Abwehr,1933,Prag,http://d-nb.info/gnd/119321211,,http://d-nb.info/gnd/118547437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,Done,Done,http://d-nb.info/574311394 ,Unter der Peitsche in Spanisch-Marokko vor und nach der Revolution,,false,Christian Heinrich,Kindler,,Christian Heinrich Kindler,Selbstverlag,1932,Göppingen,Selbstverlag,1932,Göppingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,Done,Done,http://d-nb.info/575488468,"Max Hölz, »der gemeine Verbrecher«",,false,Georg,Schumann,,Georg Schumann,Produktiv-Genossenschaft Halle-Merseburg,1922,Halle,Produktiv-Genossenschaft Halle-Merseburg,1922,Halle,,http://d-nb.info/gnd/101841779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,Done,Done,http://d-nb.info/572916841 ,Gezeiten. Rhythmen und Reime,,true,Albert,Dreyfus,,Albert Dreyfus,Oprecht,1941,"Zürich, New York",Oprecht,1941,"Zürich, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,Done,5,,Sämtliche Schriften,1,true,Hans,Tietze,,Hans Tietze,,,,,,,http://d-nb.info/gnd/117381845 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,Done,Done,http://d-nb.info/572910800 ,Aktenstaub. Aus d. Tagebuch eines Wohlfahrtsdezernenten,,false,Hermann,Drechsler,,Hermann Drechsler,Courier,1932,Berlin,Courier,1932,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,Done,Done,http://d-nb.info/574427546,Die Weltanschauung des Sozialismus,,false,Karl,Korn,,Karl Korn,Arbeiterjugend-Verlag,1927,Berlin,Arbeiterjugend-Verlag,1927,Berlin,http://d-nb.info/gnd/1025849280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,Done,Done,http://d-nb.info/578290553,Garantien der Harmonie und der Freiheit,,false,Wilhelm,Weitling,,Wilhelm Weitling,Vorwärts,1908,Berlin,Vorwärts,1908,Berlin,http://d-nb.info/gnd/118630652,,http://d-nb.info/gnd/118579975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,Done,Done,http://d-nb.info/57406754X,Die Limmburger Flöte,,false,Norbert,Jacques,,Norbert Jacques,Steegemann,1929,Berlin,Steegemann,1929,Berlin,http://d-nb.info/gnd/118556444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,Done,Done,http://d-nb.info/572225326,"Karl Josef, Fürst von Ligne",,false,Ernst,Benedikt,,Ernst Benedikt,Gerold,1936,Wien,Gerold,1936,Wien,http://d-nb.info/gnd/118851039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,Done,Done,http://d-nb.info/560307322 ,"Abenteuer, Rosy's ~",,false,,,,,Eros-Verlag,1905,Hamburg,Eros-Verlag,1905,Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,Done,Done,http://d-nb.info/361197233,Die Kommune,,false,Paul u. Viktor,Margueritte,,Paul u. Viktor Margueritte,Volksstimme,1913,Frankfurt,Volksstimme,1913,Frankfurt,http://d-nb.info/gnd/101196075,http://d-nb.info/gnd/11904580X,,http://d-nb.info/gnd/102333963,http://d-nb.info/gnd/118631179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,Done,Done,http://d-nb.info/560572859 ,Medizin für Alle. Nebst Beilageheft: Sexuelle Fragen,,false,Kurt,Heymann,,Kurt Heymann,Schubarth,1932,Köln,Schubarth,1932,Köln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,Done,Done,http://d-nb.info/574956956,Blut und Rasse,,true,Robert,Maeder,,Robert Maeder,Nazareth,1939,Basel,Nazareth,1939,Basel,http://d-nb.info/gnd/119394073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,Done,Done,http://d-nb.info/580435679,Volkskunde als gläubige Wissenschaft,,false,Hans,Koren,,Hans Koren,Pustet,1936,Salzburg,Pustet,1936,Salzburg,http://d-nb.info/gnd/118565435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,Done,5,,Sämtliche Schriften,1,false,Hermann,Wendel,,Hermann Wendel,,,,,,,http://d-nb.info/gnd/118631179 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,Done,5,,Sämtliche Schriften,1,true,Arthur (Georg Arthur),Arzt,,Arthur (Georg Arthur) Arzt,,,,,,,http://d-nb.info/gnd/116353856 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,Done,Done,http://d-nb.info/575564970,Eugenik und Katholizismus,,false,Hermann,Muckermann,,Hermann Muckermann,Dümmler,1934,"Berlin, Bonn",Dümmler,1934,"Berlin, Bonn",http://d-nb.info/gnd/119371448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,Done,Done,http://d-nb.info/571993109,Tradition und Weltkrise,,false,Paul,Amann,,Paul Amann,Schocken-Verlag,1934,Berlin,Schocken-Verlag,1934,Berlin,http://d-nb.info/gnd/116296763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,Done,Done,http://d-nb.info/993064140,Ich liebe,,true,Alexander,Awdejenko,,Alexander Awdejenko,Verlagsgen. ausländ. Arbeiter,1934,Moskau,Verlagsgen. ausländ. Arbeiter,1934,Moskau,http://d-nb.info/gnd/119086948,,http://d-nb.info/gnd/1014635926,http://d-nb.info/gnd/137854633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
